,Quants,LogicalReasoning,Verbal,Programming,CGPA,Networking,CloudComp,WebServices,DataAnalytics,QualityAssurance,AI,Placed,Gender,10th marks,12th marks,Cgpa,Internships(Y/N),Training(Y/N),Backlog in 5th sem,Innovative Project(Y/N),Communication level,Technical Course(Y/N)
19,21,11,15,20,8.50322887408865,6.032658858938432,6.493423022816601,7.80306081892551,4.589546947826078,2.100136967302076,7.185106205045748,1,0,61.44968353625315,92.48241002634236,8.145678153990499,1,0,1,-0.0021649684477656347,1,1.0005329575327937
20,14,18,9,14,7.424286509916566,5.444576327167814,6.692917310655248,7.646545313459974,2.5974551837214475,4.5832901825278825,5.450519493012028,1,0,93.90774283209163,85.52948426616636,8.439108346971924,1,1,1,1.0005007650645463,1,1.000211106851495
21,14,7,14,11,8.835485264445852,5.325583746999025,6.803811505264382,8.51741899035122,2.7178024075688616,5.8570040128186465,7.152136472344121,1,0,87.79716715926651,71.97398263612556,8.584236637192237,0,1,1,1.0000050634528221,4,0.0004686893721779204
22,20,13,17,7,8.384674313346341,8.427342532877761,7.561303465019349,7.1950233494289675,5.676988758456645,6.828788097663948,6.005717332536433,1,0,84.92598004044596,98.19423823574013,7.6836860188291425,1,1,1,0.9996617228456205,1,1.0010647865826594
23,14,18,15,14,7.688041881249472,5.7007952102242285,7.609679339050615,7.7414117569046335,6.9039572724843605,7.310025396495261,5.454630247960834,1,0,62.450312130269296,71.73508433157788,7.9991661974807435,1,1,0,0.9991585680554702,4,0.0010123712171405334
24,14,15,19,14,8.438912968204454,6.477177428259339,7.096492960068635,7.947422986734376,5.751566479758768,7.417655108599327,7.35892444539902,1,0,65.81980699949176,66.01633834349671,6.527874569018261,0,0,1,1.0008510458969333,1,1.0006653846820208
25,19,18,17,17,8.253271695036027,5.868692303680004,7.649718267208147,8.296037563155306,7.243855134623864,4.667490086457056,4.659686457859623,1,0,98.26467724110202,98.75901133559029,6.738131518441563,0,0,0,1.0007389079910922,4,-0.0013136940026668951
26,8,10,12,12,7.225313949682892,6.137884072846885,5.6271640597064625,7.178515989076035,4.162815829805133,3.4711137898685944,4.462704090128197,0,1,95.67094249168348,81.64656097564482,7.572080759762835,0,1,0,1.0000646555102715,1,1.0003268826828289
27,12,25,12,23,8.911465217098119,8.175985237947073,9.207328883299311,8.897713824381835,7.886020635067037,8.096798138783592,8.542076665236443,0,1,96.3668414401779,76.2524424148742,8.469255132856738,0,0,1,1.000977267726748,4,1.0005703250485298
28,24,13,10,18,9.70921345193366,5.329091377140083,7.617247841486842,6.9673606372491586,8.702598865672256,8.60952614811468,8.196367618305713,0,0,96.47513743995472,77.30469671673652,9.317348491652075,1,0,1,1.0003458041023974,1,2.9646136976103678e-05
29,14,15,24,17,8.54751333030574,7.949801170805861,7.917372165147852,7.949829411448901,7.2878638384654,8.771215917843847,7.423759402131737,1,0,96.07080924984774,88.35556781022514,7.994582489601677,0,0,1,0.0006970929347112346,3,1.0002220240768405
30,14,17,17,16,8.405037070855379,5.730632704885703,7.696628978969493,8.265164380586944,6.7210648730612546,6.729926178023036,7.195200971279797,0,0,96.37799020329754,74.91958551986416,7.35414025993791,1,1,1,1.0001297477173932,3,1.000354292291967
31,14,9,11,7,8.650969031893235,6.9024780977813,7.075623604004213,6.2726171817704115,2.6287542943151903,6.361043278094404,8.014827240988028,0,0,73.07175481452653,72.05966573925876,6.709379924616452,1,1,0,0.0006198284589491923,1,1.0004673384313862
32,14,12,13,19,7.850246511329704,5.727737769841007,7.718538103792045,7.313718685425124,4.873820885626802,4.715282755294191,5.53580750583453,0,1,98.23614175692735,79.01100476335517,7.47062235830026,0,0,0,0.001355159213794208,1,0.0007077177754577347
33,8,21,12,18,7.05266133111206,3.642886556966847,6.442023816910295,8.794913414212461,4.001609340592768,4.7461641043559775,8.92623839444375,0,1,62.333018314421636,77.65665223988144,9.19028074413117,1,1,1,0.9996467456807228,4,1.0002260513850316
34,25,7,21,12,8.705569902475636,9.028569451728472,9.265651314430869,8.867824811443581,8.768926400570923,7.999662458276345,8.004584071811218,1,0,65.42730691627096,77.53945442694261,8.168594052690512,1,0,0,0.9988512593455042,1,1.0015293200620632
35,13,9,24,15,8.48719446220375,3.7301163446463144,7.482871673730567,6.231494617481627,2.752876870329124,6.22541337903639,5.059911302370583,0,1,95.67034082454704,82.27840365326469,7.886531299572578,1,1,1,1.0004048014229934,1,0.0015474551481976784
36,14,17,17,18,8.007450514993385,7.178873794341612,8.096677170112173,7.457296497759689,5.50584283824052,5.632952459166646,7.422209780575477,1,1,61.424758841458925,80.523832000615,7.679462675994906,1,0,0,1.0002307305266114,4,0.9997574857176592
37,19,13,19,9,8.061209238779169,2.857661652114814,5.9261073735424095,6.896787926872414,6.805910254890914,6.162432521361648,8.631304883101889,0,1,94.26787645205054,88.10713801351345,9.39385611702305,0,0,0,0.9985473893215303,3,0.9998651579831328
38,18,17,17,18,8.05610505900686,6.001777521413263,7.9849308215659205,7.497979023689191,6.6298912048823375,6.7850062717864255,7.0478353297487395,1,0,71.48339690314114,76.93680296718851,8.096399465634917,1,1,0,0.9995460254774018,1,0.999531934133339
39,14,10,10,16,9.844554134610567,7.303292885640037,7.581757741551217,6.0015032510757,4.637184159726531,5.520127466712373,7.167393502708846,1,0,84.25045979338148,97.43584051063813,7.124426826700283,1,1,1,0.0002502412703002326,4,9.83420038179658e-05
40,25,21,25,12,8.900947622004855,8.338467262725343,9.236072132185939,8.999318611476596,8.400040531857423,8.705283994397604,7.5315743829745765,1,1,65.47229605499683,75.91972665552366,8.796635430247216,0,0,1,-0.0009430111777898021,4,1.000949876267096
41,7,10,16,12,7.3502331795997025,3.1381371578967854,7.157655310999276,6.998428410870049,2.6694436988140717,3.878059559528836,9.117227378299729,1,0,67.10159722808926,86.15315795544767,8.415502195253563,1,1,1,0.9991329187024883,4,2.6783332829556034e-05
42,14,10,13,14,8.112034058909229,7.373112352408254,6.867928050925876,6.467588289302818,6.5149369143519085,4.8931801590056105,5.644970428956148,1,0,98.75154937119264,96.18711970148411,9.152176425178572,1,1,0,0.9998521585088435,1,0.0020035480046787023
43,21,23,25,24,9.836852658817227,8.417163057480625,8.859776506619724,8.36736366920562,8.805349222696304,8.357462216852378,6.733058581076605,0,0,98.38692167765757,92.2219754989523,7.5333183062358895,1,1,0,0.9997833157851813,4,1.0006370815173544
44,12,17,9,21,7.607778791203349,4.666085607819368,7.944186438684394,7.848129167557946,7.365111606085557,2.3874357492060287,7.018135016338276,1,1,60.93158440382403,74.70236348425112,9.312213340373626,0,0,1,0.9993483429027034,3,0.0005575556016085945
45,7,15,9,17,6.964429743839948,8.985821504180914,8.296178397942837,7.311910578312774,7.029639409881244,5.592142206600868,8.828650926219524,1,1,63.235404313266265,67.27922720214572,7.182878107347056,1,0,1,1.0006135706815056,4,1.0014579330130713
46,14,24,12,12,7.283168773390448,5.832595138454184,9.154969596378542,9.039099391822372,4.901179019782003,2.040941299305766,7.324617228742181,1,0,85.00406617789089,81.29830509768165,6.211999076825021,1,1,1,0.9992795624584693,2,1.000967721891572
47,11,13,17,9,6.510905611132162,6.183970712552007,5.8737860957120285,5.735517201875236,3.2248912046793983,4.767828138925758,4.855504312966741,0,0,66.05398914968872,90.5806097825681,9.127123001807078,0,0,0,1.0011545689317698,1,1.0002185333671887
48,14,20,12,11,8.440628194074588,7.413475359873685,8.364469469502483,6.143144848555049,6.903031265211318,4.647236829134684,8.713178491961827,1,0,65.78448416962381,91.39861472318175,8.516263074782518,0,0,1,0.9997753736346076,5,1.0008372599526387
49,22,10,14,14,8.015297241450236,6.038763664891091,8.178311619327152,8.232295880349398,6.245297917252083,4.477607841116566,7.109209157692656,1,0,99.49192106628139,67.83308656594495,8.858657765525821,1,0,0,0.9995343290803512,5,0.0016654584156038088
50,7,10,17,12,6.550206827656906,7.244332293494217,5.033968664886073,8.3111354398944,3.8717519349011176,5.942907540916295,4.426754402489247,1,1,96.27035299267348,89.76915487953704,9.47876573297899,1,0,1,1.000362456113728,4,1.000047964736011
51,12,17,17,11,7.1522906664155945,6.347588906315848,7.9783736086326,8.30610935683942,5.413877578793575,4.641649896580762,7.171050553545168,1,1,94.40426793650877,81.90072381001269,8.42154090907656,1,0,1,1.000041951115958,1,0.9993545572043426
52,7,23,12,9,9.442655482486884,8.11419390756705,9.183376815774265,9.127821030806851,8.089655878228795,8.053014203469251,7.493882781529849,0,1,84.41998091137462,82.25974817959296,9.340964316820639,1,0,1,0.9980019653706013,4,1.0001300589302378
53,19,17,16,19,7.629835058402022,7.106609534540535,7.538847365118236,7.907464466593931,6.345874868562635,6.852810646666764,7.269238112682469,1,0,98.79529450463232,72.47467563592916,7.043434686591544,1,1,1,0.9991440160507676,1,1.0006482002800394
54,14,9,10,14,7.548636998460664,4.549621036316435,6.736192482785714,8.160627245527722,3.4045365682656987,5.115951217529271,7.287669080491883,0,1,90.75264753297307,85.61558289525725,8.25595693643109,1,1,1,0.9999264687673989,1,0.0011985227328069666
55,7,8,12,11,7.252288767269326,2.9957364740269092,5.463731656548024,6.926749990020602,2.7438158770992875,3.8362412255306615,4.580349163943494,0,1,80.24379226599126,79.50969858825327,8.301084539194886,0,0,1,0.9995188431206321,1,0.9995073831383203
56,14,16,13,17,9.38576982667433,6.054427504161246,6.639773992999589,7.947424425251376,5.709131454084701,7.056726741512137,5.326947565602853,1,0,89.79642807713199,88.17949115940263,7.686210616983509,1,1,0,0.9992018623708329,3,0.0006746493710032326
57,15,16,14,23,9.640166445114145,6.028886044979788,6.463880640332266,8.243371851951315,6.233784635799145,4.363982623106187,8.227280351585325,1,1,61.05805825455927,93.00483641458193,8.930092811008869,0,0,1,0.9992708587836278,1,1.0001851046409853
58,25,21,11,12,8.94495159492095,8.300403259323065,8.654153611748956,8.878587093177844,9.156248364687773,8.900909891618916,8.015894376247482,1,0,63.130453415341165,77.74998249747628,8.119243480384489,1,0,0,0.9999502285103928,4,1.0016958784484684
59,15,25,21,12,6.8468247514899385,8.124732831081545,7.098673668590815,9.399369780818743,6.154048875941766,6.130397819555015,9.227846353524857,0,1,95.36560187418776,75.68909641780748,9.228299684443778,1,1,0,1.0013929464240234,4,1.0005407395895825
60,15,14,16,7,6.960203883683834,5.415395139117464,5.015255746087844,6.4583527596220565,5.052696789562446,5.029627423757929,7.091518781791609,1,1,82.54809422377893,71.43757644811527,8.157143154411783,0,1,0,-0.0009710142874115622,1,0.9993424131321363
61,8,24,22,14,7.279366170272089,5.20696230254044,6.988074515224551,8.338276489519426,2.5948114648438474,4.413077731397753,6.452795560749518,1,1,62.19801165300561,80.28675589806474,9.296911657860623,0,0,0,0.998599964085957,4,0.9995285720930538
62,15,14,19,17,8.23839154671041,7.075221629197249,7.817341726124536,7.915030372596585,6.8334649651858355,7.333307311097351,5.371242792663965,1,0,73.02621450707564,62.210311647565476,7.747938186917983,1,1,0,0.9990119953258804,1,1.0013492126826375
63,8,10,13,13,6.4809607380673055,4.2721626433421225,8.268528889417956,5.636744864742814,8.058153586967393,8.627775744326705,8.673246126646621,1,1,82.8392720454578,65.1713996016774,7.883436031363426,0,1,0,1.0001628414189323,1,0.9990671301676152
64,16,17,13,7,9.301288370895229,7.323006139642498,5.598087161227102,8.321810621495459,4.9397071560709485,4.575082276088762,4.908926319050779,0,0,92.63396134018194,62.4160894460282,7.1574411962971345,1,0,1,0.9996543751601992,1,0.0014331701027321382
65,14,7,15,16,8.549883435874397,5.8227666727542875,6.748368188996904,7.895754938210301,7.7513884073851465,4.908564917069899,6.741753869142383,1,1,60.745383052513425,79.47597103742856,7.755552376104223,1,1,1,0.9999121325342534,1,0.9987910516729407
66,8,18,12,13,7.651946787239788,6.386146814808577,5.020774131389565,6.050634477799232,4.904982297311647,2.043698073839563,4.789627434027922,0,1,96.84169290726302,69.06286901109955,8.506786322256275,1,1,1,1.0002600505308443,4,1.0003087519327
67,16,17,16,16,7.559115144340917,7.221590116574329,7.921668533705749,7.620949952294682,6.930247647264716,6.263387885644344,7.248046796667431,1,0,85.04887283132692,82.40473281199115,9.155062629572685,1,1,1,0.9984595513197729,1,1.0010818293952417
68,7,10,14,11,8.735971717131536,3.028751198900785,6.635395875807084,5.90329919771362,3.1878220159471766,4.837767815830226,4.922206793125895,0,1,86.94101215932949,97.12901795148832,8.004501397476126,1,1,1,0.9999466649240716,4,0.0006022273223344342
69,22,20,21,21,8.713365809639894,7.138827467597731,5.918647428360318,7.782975370743722,2.7547135085629697,6.79751814782114,7.072625653010357,0,1,92.35990662340555,89.6128329476027,9.76566556413794,1,0,0,0.9995358836757418,5,1.0011484884707866
70,24,24,24,8,9.871329480257593,8.629737588010352,8.739944837554726,8.336298779352495,2.562187590890674,3.180804237653866,8.63711345826024,1,1,99.01944588321552,65.71299145651051,6.244104232046376,0,0,1,0.9985060001630287,2,1.0000418561584652
71,14,14,16,14,7.848680864815379,6.841407828409985,7.362000053241681,8.182772550096658,6.899911420666903,6.3500552175986265,9.073035412420197,1,0,94.84415815595824,82.76949113261017,7.19574492016346,1,1,0,9.829608774226892e-05,1,1.0007171577055076
72,16,17,22,16,7.83281456531386,6.1338811555281865,7.981803999772163,7.735595720860254,5.741786299086425,6.948556573434142,5.4722094521119855,1,0,66.33457902599073,76.71293812971336,8.202789868103576,1,1,0,0.9986640895697844,1,1.001089645635757
73,19,14,25,20,9.578522938143866,3.6598791865921596,9.200956228925888,8.320649539019886,8.97145216686573,8.05242134890937,6.478850575291097,1,1,87.16432349557095,63.45531054553553,8.239681629824048,1,0,0,0.9984394368769407,1,0.9994194725053004
74,14,18,16,14,7.6356761193369325,6.1465058819377205,7.5680165439765235,7.6792618541901465,6.727733490476933,6.9372795381202295,7.189923700493196,1,1,81.90563038981288,97.87107191745231,9.178413879090579,1,1,0,0.9994684759531065,3,1.0015527999332765
75,25,21,25,22,8.998661068710108,8.873540968012739,8.555481877979947,9.04007468587247,3.987443591295228,8.71477718821285,8.017292132138525,0,1,88.44077074124661,75.24843783005389,6.746953723506342,1,1,1,1.0001172262295561,3,1.0009509353558024
76,14,16,23,12,7.091066677955422,6.394980352040982,8.441011670131697,8.344922636834866,7.947241392452517,8.866202963743719,6.470687345364268,1,0,86.34467127116964,62.607312835097765,9.45013034773239,1,1,0,-0.0015816522618100413,4,1.0012432186560862
77,14,17,15,20,7.690163202056087,6.108045296921841,7.6089925404391,7.89745131713472,6.6871614607006284,6.654511208109695,5.352674169241182,1,1,83.31243930092,70.40290518849244,7.421031248257959,0,1,0,0.9993240474115019,1,0.9994842110217796
78,12,10,7,8,7.59420291343863,5.423003564916275,5.865512830508562,6.897921805223516,2.7413670152202236,3.8843694581719794,5.032071234530952,0,1,95.78981328368207,92.46661427638284,6.498922898980898,0,1,1,1.0002151304886313,1,3.190275946134008e-05
79,14,15,10,14,7.143049112153947,6.015837082132529,7.046006899331111,8.938363338244681,2.761627351162933,6.325450720219871,4.693520731836957,0,1,60.658649372015994,75.82927717349442,6.954795096048326,0,0,0,0.9999575861740504,4,0.0012303173521608852
80,20,15,14,11,7.821759910973833,7.369002209768782,8.386654591460324,7.924114411079449,4.750721097764829,4.5046695853921275,7.256915193788946,0,0,87.27549150119563,64.6852525179214,9.225731251135372,1,1,0,0.9997675916217533,4,1.000115291636288
81,14,20,17,14,7.650886085985286,6.543163906144721,7.055825647339959,6.3741766562926,4.527147361408019,4.738575715855614,5.564740501169724,1,0,87.23055196858235,98.5156813397405,9.411084656405222,0,1,1,0.9997378864622045,1,0.9997840246784111
82,22,15,13,25,8.901194408406308,5.978472489296523,8.376594876933709,9.394795788319101,7.982904017765988,2.7994622488401872,7.255180903217686,1,0,97.36787275312105,70.46105335052144,7.582375234060515,0,0,0,0.9995376463070117,3,1.0008882620218467
83,16,14,16,20,8.33849245603621,7.222891897221606,7.594330618950612,7.500746605361769,5.924831711312958,6.944566394426738,5.3981516989267515,1,0,60.148301630211364,91.74268912623855,9.211811884014843,1,1,1,1.00018348702307,5,0.00024756045150905917
84,24,10,17,14,8.035127249016051,6.8424709876118985,6.252648391179681,8.037387943297501,5.393366911396465,4.50796779613517,5.383524709889249,0,1,65.5722300372947,61.97279281241491,7.9297155752460196,1,1,1,0.001233406439426618,2,1.0004977116836375
85,14,20,17,16,7.6156113729648744,7.238952592096884,7.667367718605853,7.7644484143231605,5.697709159552888,5.771870671870435,6.7158268987819945,1,0,84.37990357167737,69.63900664473518,6.714895780228857,1,1,0,1.0001482764382545,2,1.0011235440595085
86,7,7,25,9,8.282922545335666,4.91688331500658,6.018684214017321,7.5250993715147025,8.00556896358744,8.83816877849376,9.6611544736331,0,0,61.01586128967927,61.99233482869697,8.321245198227459,1,1,1,1.0004230979684585,1,0.9995892839334374
87,12,9,14,12,6.613055726456643,3.6415113681076647,6.827059289966872,6.122941576326716,2.584356243072106,1.9262443553240443,7.274729358544588,1,1,79.10684101197377,71.55260445941616,8.323225760718321,1,1,1,0.9990580856749842,2,-0.0005999328108728069
88,16,14,17,17,7.621615771849156,6.557189029141906,7.932546724822315,7.747292557220604,6.6231420524405085,5.964742641949204,7.31919295330961,1,0,60.82061277065884,83.2391573078697,7.88509518991205,1,1,1,0.9991482934996012,1,0.9995027402196482
89,25,7,21,25,8.092836737841157,6.85857798411865,9.441066083923339,9.277021763291517,3.326786156026278,4.709073959302448,9.189671414346941,1,1,67.64171829511159,62.504732757655454,6.6016329258522255,1,1,0,-0.002928444596693328,1,1.0003776785119063
90,17,25,24,25,7.928645419678229,7.617411963598005,9.229841363331637,7.582313165948174,8.288319569384603,4.844419111017937,9.546348281828498,1,0,97.54697868476457,78.8275554209877,8.019361910399525,1,0,0,0.9999589625336504,4,1.0018955927233615
91,23,16,16,11,7.83759734287446,9.226611321077648,8.644572848287646,9.440228972673735,5.772302560370279,7.490694591310932,5.536599604664656,1,1,97.03020040146257,71.33361540837294,8.209216186815167,1,1,0,0.9984740927125444,4,0.002435709991189928
92,16,13,10,8,8.602520944109008,3.719923142927889,8.254061355102856,8.731335086277289,4.161205004711101,2.4695551250168615,6.518405542495164,1,1,67.77575367696687,83.34570608736593,6.418360395755579,0,0,0,1.0009594394721493,1,1.0004284021051064
93,7,11,7,7,7.240260763493551,5.894298118063628,5.5603303133369915,6.189083626701764,2.7361256782950956,3.044391909189903,4.5048586800244745,1,0,83.90373342697865,86.13039259602722,7.920773199266696,1,1,1,-0.00020929372999943635,1,0.9996500686923616
94,9,14,15,18,7.604611846534846,4.968584796912523,7.311223158936961,6.6258067406782875,5.787541281808162,2.778559029772449,5.548975734680467,1,1,82.9702097893882,93.2670699746822,7.0864268612722405,1,1,1,-0.00040076425569347867,2,0.999889868645483
95,12,9,14,14,7.163055328704855,3.0988436804509036,6.6711488070828935,5.671902685687278,2.6032500750664993,3.161556797542055,4.524945677831126,0,0,98.69988431733975,98.39632333056561,6.2280839082016675,1,1,1,1.0000268433310577,1,-1.2899004283658543e-06
96,21,23,20,9,8.007609209707239,4.775623614373977,7.359989821964236,5.771887741823456,4.808988970720978,4.7061949805202,8.857641531644662,0,0,82.9839616780377,67.7970239446497,7.8753325876970806,0,0,1,1.0000107028750624,3,1.0010297328905453
97,17,14,16,15,7.606314579197334,7.241610449314464,8.141509886231042,7.529693951642725,6.660196183045944,5.540179430787459,7.3932928090535786,1,0,98.59582891978323,88.00355060850553,8.160065533118322,0,1,0,0.9990563959613407,1,1.001648018399733
98,18,11,21,12,8.894244531838751,5.056795344862935,9.156221822168437,6.421071083971828,3.1378957527531512,4.558572712573053,9.314564317368985,0,1,66.58533379849958,84.48575879663431,6.367380157501305,0,1,1,0.9999796702612547,1,1.0001221019473312
99,8,21,11,11,9.865487258814076,5.722733675966558,6.151113185179206,6.025692380829651,2.7558068172394594,7.298914594873809,8.009688674944,1,1,80.21819140724818,63.40139367227656,9.903866192366078,0,0,0,1.000044390678118,4,1.0009121890121557
100,12,9,12,9,9.889480275242311,3.555910130142059,7.2686778112679145,6.194196005850922,4.876177702676179,4.684853608053196,5.13449796895512,0,1,96.97554979630378,91.25269794931152,9.821217106874066,1,0,1,0.9987296415703469,1,1.0013937872504985
101,15,17,20,20,8.004078675424637,5.810662815730357,6.511994851688089,7.891766076204991,7.947707091925936,5.533560113795973,6.4570701474748695,1,0,61.37905673977287,80.46557224201948,8.057997481232542,0,1,0,1.0000914698707455,4,1.001034026386807
102,14,17,24,8,8.528704076673128,9.023505085904793,5.116756404019873,8.330588542424904,3.7323141364118437,2.2086914785238205,7.309880486133249,0,0,84.51917003707287,82.17357291121237,6.26197051262109,1,1,1,0.0009456121010524739,4,-0.0004318374260089572
103,15,14,15,17,8.253702804492631,6.523262335633238,7.983614687941498,7.887267789383722,6.803746905671543,6.859239775440321,7.11301896617311,1,0,81.10549335339915,96.76567898249777,9.7368372619039,0,1,0,0.9992930838450194,1,1.0004405005147314
104,11,7,20,9,8.065296364096305,5.373288500735281,7.82749123612701,8.35714945166192,7.147690165931963,2.791935818742321,7.640857236185324,1,0,95.89280827534328,93.94907396916417,9.014240659949834,0,1,0,0.9994475583131627,3,-8.168980214037546e-06
105,24,21,22,9,8.946534003916875,9.017536538279234,8.916164471524413,7.611626989384441,9.009257103588633,6.189513866355606,8.98104012414758,1,0,88.377634458061,85.52764072209494,8.116749309088979,1,1,1,0.9998296915006734,4,1.0002655646628296
106,14,10,17,11,7.404761513248056,5.698249677302497,6.85460034524975,6.3735956198279435,5.427390767224475,4.923760700700973,5.871724618523069,1,0,84.92407284377245,80.52994257700077,8.33477345977918,1,1,0,1.0001494250090732,1,0.001187282009581337
107,21,10,22,19,6.549773664895156,6.132444709726149,8.069434821816808,6.375985627568089,8.654980474930563,4.9755765070276015,7.245470087210155,1,1,80.40434359278711,88.10595246188599,7.841722135630769,1,1,1,-0.001101560798172892,1,0.0010192662447564907
108,21,14,15,17,8.073048140584989,8.975781301586792,8.30734993164316,7.194106841985879,4.115253079098747,5.644038062869993,9.096646155176396,1,0,72.17593982508924,62.11318536203985,8.216512925608313,1,1,0,1.0009347587468305,1,0.9995762325007362
109,14,16,10,12,8.084048139495412,4.488791848694967,7.596318589081175,5.931111891433577,7.096703490355171,6.1337147499864395,7.972032523846612,1,0,66.6029359287743,71.66151533528169,8.02920827519359,1,1,0,0.0002964077552147317,1,0.001762826472799264
110,23,14,12,12,7.137337767708797,4.899389931208758,6.729486732010355,7.295101193327107,7.4469594919417315,2.490811957273244,6.441971607067439,1,1,75.59293478186034,62.75013360551734,7.72455368406346,0,1,0,1.0007736950574098,4,1.001213769982612
111,15,13,17,20,8.910098288952122,6.385928539232187,6.340060801402272,7.8695824753408115,3.1605533709684552,4.477253890287358,7.621963196084744,1,0,96.46597761149111,88.89590674823418,6.098311448814377,1,1,1,1.0000628129743114,1,1.0002903872313729
112,15,7,21,17,8.122122990617905,7.269098559775361,8.262897785229741,8.352690169312138,6.934164612479516,4.835708060367023,8.880836949437796,1,0,62.16800935848803,74.541815626413,9.18759724220218,0,1,0,-7.124830056884423e-05,4,1.0006788673808618
